Address,Price,Currency,Link,Property Type,Rooms_count,Floor,Area,City,Neighborhood,Tags1,Tags2,Tags3
הדרור 2,2290000,NIS,https://www.yad2.co.il/realestate/item/7k9apiy6?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=2,דירה,5,5.0,116.0,יבנה,נאות בן גוריון,"ממ""ד",נוף פתוח לעיר,נכס חדש
שפירא 1,835000,NIS,https://www.yad2.co.il/realestate/item/gi63ok6t?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=2,דירה,3,2.0,60.0,חיפה,שוק תלפיות,2 מרפסות,3 כיווני אוויר,נוף פתוח לעיר
הנחלים 140,1870000,NIS,https://www.yad2.co.il/realestate/item/cb246qnw?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=2,דירה,4,,86.0,מעלה אדומים,הנחלים,"ממ""ד",3 כיווני אוויר,נוף פתוח לפארק
הרברט סמואל 32,4800000,NIS,https://www.yad2.co.il/realestate/item/wfqu7wwl?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=2,גג/ פנטהאוז,5,23.0,287.0,חדרה,מרכז העיר,"ממ""ד",3 כיווני אוויר,חדש מקבלן
גוטליב 16,6900000,NIS,https://www.yad2.co.il/realestate/item/r1slbo4i?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=2,גג/ פנטהאוז,5,4.0,155.0,תל אביב יפו,הצפון הישן - דרום,3 כיווני אוויר,מטבח גדול,בהזדמנות
יפה נוף 16,2150000,NIS,https://www.yad2.co.il/realestate/item/9mdzfgn6?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=2,דירה,5,3.0,150.0,אריאל,רובע ה',"ממ""ד",3 כיווני אוויר,חניה
אלון 7,1750000,NIS,https://www.yad2.co.il/realestate/item/cvce5ixr?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=2,דירה,4,3.0,112.0,חריש,החורש,"ממ""ד",3 כיווני אוויר,חניה
אנילביץ' 19,1800000,NIS,https://www.yad2.co.il/realestate/item/cf6csfia?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=2,דירה,3,1.0,86.0,בת ים,לב העיר,נוף פתוח לעיר,חניה,בניין משופץ
אילנות 20,2650000,NIS,https://www.yad2.co.il/realestate/item/ebpju39y?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=2,דירה,4,1.0,127.0,חיפה,כרמל מערבי,,,
,2650000,NIS,,,4,1.0,,,,,,
מטולה 6,2600000,NIS,https://www.yad2.co.il/realestate/item/bbgh13kt?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=3,דירה,4,4.0,112.0,חולון,קרית שרת מערב,4 כיווני אוויר,נוף פתוח לפארק,חניה
שדרות קדש 12,2550000,NIS,https://www.yad2.co.il/realestate/item/xnskg8sb?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=3,דירה,5,1.0,155.0,אשקלון,ברנע,4 כיווני אוויר,חניה,חדש מקבלן
קוממיות 9,1750000,NIS,https://www.yad2.co.il/realestate/item/52esrr0c?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=3,גג/ פנטהאוז,4,4.0,135.0,מגדל העמק,שאר העיר,3 כיווני אוויר,נוף פתוח לפארק,משופצת אדריכלית
פנחס רוזן 30,6975000,NIS,https://www.yad2.co.il/realestate/item/s56bbra0?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=3,דירת גן,7,,385.0,הרצליה,הרצליה ב',"ממ""ד",נוף פתוח לפארק,חניה
גדעונה 1,10000,NIS,https://www.yad2.co.il/realestate/item/c9zemvtv?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=3,בית פרטי/ קוטג',4,,417.0,,גדעונה,2 מרפסות,"ממ""ד",בהזדמנות
מעלה דורון 1,2285000,NIS,https://www.yad2.co.il/realestate/item/xj7cri2j?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=3,בית פרטי/ קוטג',4,,500.0,ענב,ענב,2 מרפסות,3 כיווני אוויר,חניה
שולמית אלוני 5,3860000,NIS,https://www.yad2.co.il/realestate/item/h3pdpxsd?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=3,דירה,5,3.0,147.0,ראשון לציון,נחלת יהודה,3 חדרי מקלחת,4 כיווני אוויר,חניה
צופיה 1,4000000,NIS,https://www.yad2.co.il/realestate/item/wy3qmep8?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=3,בית פרטי/ קוטג',5,,550.0,קדומים,קדומים,3 חדרי מקלחת,4 כיווני אוויר,חניה
משעול ויתקין 5,2100000,NIS,https://www.yad2.co.il/realestate/item/wttwac0u?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=3,בית פרטי/ קוטג',5,,254.0,שדרות,בן גוריון,2 מרפסות,"ממ""ד",חניה
הנרייטה סאלד 10,2155000,NIS,https://www.yad2.co.il/realestate/item/peduqvp3?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=3,דירה,4,13.0,120.0,קרית גת,כרמי גת,"ממ""ד",3 כיווני אוויר,חניה
חנה רובינא 5,10500000,NIS,https://www.yad2.co.il/realestate/item/gbeibk32?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=3,בית פרטי/ קוטג',7,,300.0,ראשון לציון,בנות חיל,3 מרפסות,3 כיווני אוויר,חדש מקבלן
רקפת 10,1685000,NIS,https://www.yad2.co.il/realestate/item/vcn9mtr5?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=3,דירה,4,4.0,102.0,חריש,הפרחים,"ממ""ד",3 כיווני אוויר,חניה
קרית משה 3,6600000,NIS,https://www.yad2.co.il/realestate/item/pyp29bbn?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=3,דירה,6,13.0,145.0,ירושלים,קרית משה,"ממ""ד",3 כיווני אוויר,חניה
דקל 6,3290000,NIS,https://www.yad2.co.il/realestate/item/c5vznnc2?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=3,בית פרטי/ קוטג',5,,761.0,"מצפה אבי""ב",מצפה אבי''ב,4 כיווני אוויר,נוף פתוח לפארק,חניה
הנוטע 8,4500000,NIS,https://www.yad2.co.il/realestate/item/frpe9dql?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=3,דירת גן,7,,250.0,,תל מונד,3 חדרי מקלחת,3 כיווני אוויר,חניה
יער אודם 1,2850000,NIS,https://www.yad2.co.il/realestate/item/hpb2k8pj?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=3,דירה,5,1.0,140.0,לוד,נופי בן שמן,3 חדרי מקלחת,חניה,חדש מקבלן
הגליל 13,4500000,NIS,https://www.yad2.co.il/realestate/item/x2xrdqvh?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=3,גג/ פנטהאוז,4,4.0,220.0,רעננה,נווה דוד רמז,2 מרפסות,4 כיווני אוויר,חניה
ההגנה 8,4200000,NIS,https://www.yad2.co.il/realestate/item/dx5rbizz?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=3,דירה,4,2.0,175.0,עכו,מרכז העיר,"ממ""ד",3 כיווני אוויר,חניה
החליל 6,5550000,NIS,https://www.yad2.co.il/realestate/item/ctmtj2jf?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=3,דירה,5,6.0,132.0,הרצליה,גליל ים (מתחם הכוכבים),"ממ""ד",נוף פתוח לפארק,חניה
הדיונה 44,10900000,NIS,https://www.yad2.co.il/realestate/item/pjwmi27c?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=3,בית פרטי/ קוטג',8,,601.0,קיסריה,12,4 חדרי מקלחת,4 כיווני אוויר,חניה
עדעד 7,3550000,NIS,https://www.yad2.co.il/realestate/item/l0iqcm6n?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=4,בית פרטי/ קוטג',5,,815.0,עומר,שאר העיר,4 כיווני אוויר,חניה,בהזדמנות
הרב מן ההר 22,4300000,NIS,https://www.yad2.co.il/realestate/item/5dh6kebd?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=4,דירת גן,5,,290.0,הר חומה,חומת שמואל,"ממ""ד",3 כיווני אוויר,חניה
השופטים 12,1230000,NIS,https://www.yad2.co.il/realestate/item/848d5bp6?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=4,דירה,5,2.0,147.0,קרית ים,קרית ים ג',3 כיווני אוויר,חניה,קרוב לים
דרך הנדיב 1,239000,NIS,,מגרשים,5,,250.0,פרדס חנה כרכור,פרחי הדר,חדש מקבלן,חבל לפספס,בהזדמנות
טורא 8,17800000,NIS,https://www.yad2.co.il/realestate/item/4jsyjtbr?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=4,בית פרטי/ קוטג',5,,273.0,ירושלים,ימין משה,נוף פתוח לעיר,יחידת הורים,מטבח גדול
בר אילן 24,3700000,NIS,https://www.yad2.co.il/realestate/item/d1wuf7nj?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=4,דירה,5,3.0,110.0,רעננה,נווה דוד רמז,"ממ""ד",חבל לפספס,בהזדמנות
קצרין 16,4150000,NIS,https://www.yad2.co.il/realestate/item/bg5zv39v?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=4,בית פרטי/ קוטג',7,,346.0,אשקלון,ברנע,3 מרפסות,4 כיווני אוויר,חניה
שדרות משה סנה 1,239000,NIS,,מגרשים,7,,150.0,אשדוד,שאר העיר,חדש מקבלן,חבל לפספס,בהזדמנות
משה לוי 11,2395000,NIS,https://www.yad2.co.il/realestate/item/0psr0kex?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=4,דירה,4,17.0,124.0,רמלה,נאות שמיר,"ממ""ד",נוף פתוח לעיר,חניה
הכרמל 1,2280000,NIS,https://www.yad2.co.il/realestate/item/0e4k9map?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=4,דירה,3,8.0,97.0,יבנה,"נאות שז""ר","ממ""ד",נוף פתוח לפארק,חניה
653 1,239000,NIS,,מגרשים,3,,1000.0,בנימינה גבעת עדה,שאר העיר,חדש מקבלן,חבל לפספס,בהזדמנות
שוהם 40,1750000,NIS,https://www.yad2.co.il/realestate/item/lhzje259?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=4,דירה,5,10.0,110.0,חריש,אבני חן,"ממ""ד",נוף פתוח לפארק,חניה
אלי כהן 7,4300000,NIS,https://www.yad2.co.il/realestate/item/yywo62w1?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=4,דירה,3,10.0,87.0,רמת אביב החדשה,הגוש הגדול,"ממ""ד",נוף פתוח לפארק,חניה
שבט 28,1890000,NIS,https://www.yad2.co.il/realestate/item/brfm69ta?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=4,דירה,4,1.0,90.0,הארגזים,עזרא,3 כיווני אוויר,נכס עורפי,בניין משופץ
שבדיה 59,5750000,NIS,https://www.yad2.co.il/realestate/item/pt4fqvdp?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=4,בית פרטי/ קוטג',6,,320.0,דניה,הוד הכרמל,3 חדרי מקלחת,"ממ""ד",3 כיווני אוויר
שער הגיא 2,980000,NIS,https://www.yad2.co.il/realestate/item/r9mgcg6g?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=4,דירה,4,8.0,100.0,באר שבע,שכונה ט',נוף פתוח לעיר,חניה,נכס עורפי
פינסקר 6,2550000,NIS,https://www.yad2.co.il/realestate/item/t5fm40oo?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=4,דירה,5,1.0,135.0,מרכז העיר,עיר,"ממ""ד",נוף פתוח לפארק,חניה
מאיר בר אילן 33,4100000,NIS,https://www.yad2.co.il/realestate/item/v79tstrz?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=4,בית פרטי/ קוטג',6,,300.0,רמלה,המרכז האזרחי,מטבח גדול,חבל לפספס,בהזדמנות
אביזוהר 6,4300000,NIS,https://www.yad2.co.il/realestate/item/y4pwmova?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=4,דירה,5,2.0,93.0,רמת בית הכרם,בית הכרם,3 מרפסות,3 כיווני אוויר,חניה
משעול רופין 1,1295000,NIS,https://www.yad2.co.il/realestate/item/qutiplnp?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=4,דירת גן,4,,90.0,שדרות,נאות יצחק רבין,"ממ""ד",נוף פתוח לעיר,חניה
אהוד מנור 2,2400000,NIS,https://www.yad2.co.il/realestate/item/r4y1mmqi?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=5,דירה,4,7.0,179.0,עכו,הכרם ב,4 כיווני אוויר,נוף פתוח לים,בהזדמנות
רוחמה 12,3950000,NIS,https://www.yad2.co.il/realestate/item/a112592x?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=5,דירת גן,5,,220.0,רמת גן,תל יהודה,"ממ""ד",חניה,חדש מקבלן
לוי יצחק מברדיצ'ב 15,3950000,לא,https://www.yad2.co.il/realestate/item/s5oj4zy4?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=5,בית פרטי/ קוטג',5,,250.0,ראשון לציון,ראשונים,3 מרפסות,3 כיווני אוויר,חניה
אברהם שפירא 25,1950000,NIS,https://www.yad2.co.il/realestate/item/ky8kt2k3?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=5,גג/ פנטהאוז,3,6.0,120.0,אשדוד,רובע ו',2 מרפסות,"ממ""ד",נוף פתוח לעיר
אוסישקין 35,1990000,NIS,https://www.yad2.co.il/realestate/item/3165n6bq?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=5,גג/ פנטהאוז,5,5.0,260.0,טבריה,אחוזת כנרת,"ממ""ד",3 כיווני אוויר,חניה
הרצל 197,4270000,NIS,https://www.yad2.co.il/realestate/item/d6iqaffy?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=5,גג/ פנטהאוז,4,13.0,135.0,רחובות,ב' / צפון מערב העיר,"ממ""ד",נוף פתוח לעיר,חניה
עסיס 5,1825000,NIS,https://www.yad2.co.il/realestate/item/xzbi87f0?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=5,דירה,4,2.0,96.0,פרדס חנה כרכור,נווה גנים,"ממ""ד",3 כיווני אוויר,חניה
לאה אמנו 20,3700000,NIS,https://www.yad2.co.il/realestate/item/wfov6d11?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=5,גג/ פנטהאוז,5,4.0,200.0,לוד,אחיסמך,3 מרפסות,"ממ""ד",3 כיווני אוויר
מרדכי פופל 10,2040000,NIS,https://www.yad2.co.il/realestate/item/jj75ax5g?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=5,דירה,5,8.0,113.0,ראשון לציון,קדמת ראשון,נוף פתוח לעיר,חניה,בניין משופץ
מרווה 9,1970000,NIS,https://www.yad2.co.il/realestate/item/zx8vqe2q?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=5,דירה,5,3.0,135.0,באר שבע,סיגליות,"ממ""ד",חניה,נכס חדש
שונית 5,2500000,NIS,https://www.yad2.co.il/realestate/item/njuumno3?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=5,דירה,4,8.0,107.0,חיפה,רמת חביב / רמת הנשיא,"ממ""ד",3 כיווני אוויר,חניה
פינת הרצל 5,900000,NIS,https://www.yad2.co.il/realestate/item/4ynpq9yu?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=5,דירה,2,2.0,60.0,חיפה,"יל""ג",מטבח גדול,חבל לפספס,בהזדמנות
"ש""י עגנון 5",4950000,NIS,https://www.yad2.co.il/realestate/item/m0ycuv16?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=5,דופלקס,6,9.0,310.0,יבנה,נאות שמיר,3 חדרי מקלחת,3 כיווני אוויר,חניה
בר יוחאי 55,3100000,NIS,https://www.yad2.co.il/realestate/item/ygde9usn?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=5,גג/ פנטהאוז,4,2.0,100.0,תל אביב יפו,שפירא,נוף פתוח לעיר,משופצת אדריכלית,בהזדמנות
הדקל 1,7000000,NIS,https://www.yad2.co.il/realestate/item/tivf9wj6?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=5,משק חקלאי/ נחלה,7,,2500.0,שובה,שובה,4 כיווני אוויר,חניה,בהזדמנות
עופרה 1,5700000,NIS,https://www.yad2.co.il/realestate/item/xqn2gqee?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=5,דו משפחתי,5,,300.0,גן יבנה,גן יבנה מערב,2 מרפסות,"ממ""ד",חניה
רוחמה 12,3150000,NIS,https://www.yad2.co.il/realestate/item/70qkqi4v?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=5,דירה,4,2.0,99.0,רמת גן,תל יהודה,"ממ""ד",חדש מקבלן,בהזדמנות
חיים לסקוב 12,7100000,NIS,https://www.yad2.co.il/realestate/item/uiwngkcj?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=5,בית פרטי/ קוטג',5,,270.0,נתניה,רמת פולג,"ממ""ד",חניה,מטבח גדול
מבצע עובדה 39,676000,NIS,https://www.yad2.co.il/realestate/item/we9asuax?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=5,דירה,3,4.0,76.0,באר שבע,שכונה ו',3 כיווני אוויר,נוף פתוח לעיר,חניה
הדרך הטורקית 2,6800000,NIS,https://www.yad2.co.il/realestate/item/g7do1zru?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=5,בית פרטי/ קוטג',8,,790.0,ראש פינה,ראש פינה,4 חדרי מקלחת,4 כיווני אוויר,חדש מקבלן
אליעזר שילוני 2,4200000,NIS,https://www.yad2.co.il/realestate/item/3t4eccei?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=6,דירה,5,15.0,136.0,ירושלים,עיר גנים,"ממ""ד",3 כיווני אוויר,חניה
"ש""י עגנון 17",4495000,NIS,https://www.yad2.co.il/realestate/item/csyoxxsi?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=6,דירה,5,12.0,159.0,קרית אונו,שיכון רסקו,2 מרפסות,חניה,חדש מקבלן
בית גוברין 7,4100000,NIS,https://www.yad2.co.il/realestate/item/uurkagmf?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=6,דירה,5,8.0,132.0,רמת השרון,מורשה,3 כיווני אוויר,חניה,חדש מקבלן
דרור 3,4350000,NIS,https://www.yad2.co.il/realestate/item/f2hsersm?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=6,בית פרטי/ קוטג',5,,350.0,עפולה,שאר העיר,"ממ""ד",3 כיווני אוויר,חניה
יהודה הלוי 21,1070000,NIS,https://www.yad2.co.il/realestate/item/8tfo7kab?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=6,דירה,5,2.0,135.0,קרית שמונה,דוד רזיאל,4 כיווני אוויר,נוף פתוח לעיר,בניין משופץ
סביון 14,1550000,NIS,https://www.yad2.co.il/realestate/item/orumtlt2?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=6,דירה,4,3.0,110.0,חריש,הפרחים,"ממ""ד",נוף פתוח לעיר,חניה
הפרחים 2,5500000,NIS,https://www.yad2.co.il/realestate/item/wvw56jcz?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=6,דירה,5,1.0,143.0,רמת השרון,נווה גן,"ממ""ד",3 כיווני אוויר,חניה
היוצרים 40,1820000,NIS,https://www.yad2.co.il/realestate/item/sivzezfn?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=6,דירה,3,6.0,92.0,אשקלון,עיר היין,"ממ""ד",חניה,חדש מקבלן
שמעון בר גיורא 9,755000,NIS,https://www.yad2.co.il/realestate/item/1sp3bx83?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=6,דירה,3,1.0,46.0,באר שבע,שכונה ד',נוף פתוח לעיר,נכס עורפי,בהזדמנות
